,year,description,period,current_country,country
318,623,Li Jiancheng defeats Liu Heita; Liu Heita is captured and killed,7th century,China,Sui
319,623,"Fu Gongshi declares himself emperor in Danyang, Jiangsu (Nanjing)",7th century,China,Sui
320,624,Fu Gongshi is killed; Tang forces conquer the south,7th century,China,Sui
321,624,Zu Yong Diao tax system is implemented,7th century,China,Sui
322,624,"Illig Qaghan of the Eastern Turkic Khaganate and his nephew Tölis Qaghan (Ashina Shibobi) invade the Tang dynasty but Li Shimin contacts Tölis and persuades him not to attack, forcing the invasion to a halt[2]",7th century,China,Sui
323,625,Eastern Turkic Khaganate launches repeated raids in northern frontier areas; some raids reach as far south as Shanxi; largest one was directed by Illig Qaghan against Shuozhou (in north Shanxi) but is repulsed,7th century,China,Sui
324,626,Xuanwu Gate Incident: Li Shimin kills his brothers the crown prince Li Jiancheng and Li Yuanji at Chang'an,7th century,China,Sui
325,626,Emperor Gaozu of Tang is forced into retirement and Li Shimin becomes emperor (Taizong),7th century,China,Sui
326,626,Illig Qaghan of the Eastern Turkic Khaganate raids to within a few miles of Chang'an and withdraws after Emperor Taizong of Tang agrees to a payment of tribute.,7th century,China,Sui
327,627,A large number of prefectures and counties are combined or abolished; the Ten Circuits are introduced,7th century,China,Sui
328,627,Tang dynasty and Uyghur forces engage in battle with the Turks and Tibetans[10],7th century,China,Sui
329,628,Rebel Liang Shidu dies from assassination,7th century,China,Sui
330,629,Buddhist monk Xuanzang sets off for the west,7th century,China,Sui
331,630,Tang campaign against the Eastern Turks: Illig Qaghan of the Eastern Turkic Khaganate is defeated by Li Jing of the Tang dynasty and captured by Li Shiji but released; the Eastern Turkic Khaganate becomes a vassal of Tang; Emperor Taizong of Tang becomes heavenly qaghan[11],7th century,China,Sui
332,630,Japanese missions to Tang China: Japan sends its first mission to the Tang dynasty,7th century,China,Sui
333,631,Gao Biaoren (高表仁) accompanies Japanese embassy back to Japan,7th century,China,Sui
334,632,Khotan (Yutian) and Kashgar (Shule) submit to the Tang dynasty as vassals,7th century,China,Sui
335,632,"Qibi Heli of the Tiele bring more than 1,000 households to Tang",7th century,China,Sui
336,634,Yong'an Palace (永安宮) (Daming Palace) is completed,7th century,China,Sui
337,634,Songtsen Gampo of the Tibetan Empire sends an embassy to the Tang,7th century,China,Sui
338,635,"Emperor Taizong's campaign against Tuyuhun: Emperor Taizong of Tang launches a campaign against Tuyuhun, a Xianbei empire to the west, and annexes the area",7th century,China,Sui
339,635,Yarkand (Shache) submits to the Tang dynasty.,7th century,China,Sui
340,635,Yong'an Palace renamed Daming Palace,7th century,China,Sui
341,636,The fubing system is revised to comprise 634 intrepid garrisons (zhechong fu 折衝府),7th century,China,Sui
342,638,Gar Tongtsen Yulsung of the Tibetan Empire arrives in Tang to ask for a princess bride,7th century,China,Sui
343,638,"Tibetan attack on Songzhou: The Tibetan Empire attacks the city of Songzhou, now modern Songpan, in Sichuan",7th century,China,Sui
344,639,Census estimates a total population of 50 million residing within Tang administrated territory[22],7th century,China,Sui
345,640,"Tang campaign against Karakhoja: Hou Junji conquers Karakhoja and annexes Gaochang (Turpan, Xinjiang); the Protectorate General to Pacify the West is created[23]",7th century,China,Sui
346,640,Gar Tongtsen Yulsung of the Tibetan Empire arrives in Tang with tribute and successfully requests for a princess bride,7th century,China,Sui
347,641,"Princess Wencheng, an imperial sororal kin of the Tang dynasty, arrives in Tibet as Songtsen Gampo's bride",7th century,China,Sui
348,643,Crown Prince Li Chengqian is deposed,7th century,China,Sui
349,644,Emperor Taizong of Tang starts preparations for a campaign against Goguryeo,7th century,China,Sui
350,644,Tang campaigns against Karasahr: Tang general Guo Xiaoke attacks Karasahr and achieves military victory but Karasahr remains a vassal of the Western Turkic Khaganate,7th century,China,Sui
351,644,Aksu (Gumo) submits to Tang,7th century,China,Sui
352,645,"First campaign in the Goguryeo–Tang War: Emperor Taizong of Tang leads an invasion of Goguryeo in person but withdraws after failure to conquer Anshi (northeast of Yingkou, Liaoning)",7th century,China,Sui
353,645,Xuanzang returns from India,7th century,China,Sui
354,646,Emperor Taizong's campaign against Xueyantuo: Tang forces defeat Xueyantuo in battle and their khan surrenders,7th century,China,Sui
355,647,"Li Shiji leads another campaign against Goguryeo, but does not succeed",7th century,China,Sui
356,648,Emperor Taizong of Tang launches one more campaign against Goguryeo unsuccessfully,7th century,China,Sui
357,648,Tang campaign against Kucha: Tang general Ashina She'er conquers Kucha (Qiuci),7th century,China,Sui
358,648,"Songtsen Gampo of the Tibetan Empire attacks Arjuna, usurper of Harsha of Mithila, for accosting the Tang ambassador Wang Xuance[12]",7th century,China,Sui
359,648,Khitans submit to Tang as vassals,7th century,China,Sui
360,649,"Emperor Taizong of Tang succumbs to illness, possibly from the pills he took from his alchemists, and dies, his son Li Zhi succeeds him and becomes Emperor Gaozong of Tang",7th century,China,Sui
361,649,The campaign against Goguryeo is called off,7th century,China,Sui
362,650,"Earliest known extant piece of printed text appears in Chang'an: a fragment of a Buddhist dhāraṇī scroll written in Sanskrit, known as the Great spell of unsullied pure light (Wugou jingguang da tuoluoni jing 無垢淨光大陀羅尼經)",7th century,China,Sui
363,653,"A woman claims the title of emperor and rises in rebellion, causing widespread disruption for a few weeks before she is defeated and dies",7th century,China,Sui
364,655,Wu Zetian is set up as empress,7th century,China,Sui
365,656,Cheng Yaojin defeats the Karluk and Turgesh forces of the Western Turkic Khaganate,7th century,China,Sui
366,657,Battle of Irtysh River: Ashina Helu of the Western Turkic Khaganate is defeated by Su Dingfang of the Tang dynasty,7th century,China,Sui
367,658,Conquest of the Western Turks: Ashina Helu of the Western Turkic Khaganate is defeated by Su Dingfang of the Tang dynasty and lives out the rest of his days in Chang'an; the Western Turkic Khaganate is annexed by Tang,7th century,China,Sui
368,658,Luoyang becomes the Eastern Capital,7th century,China,Sui
369,659,"Evidence of a dental amalgam appears in the medical text Newly Revised Herbal Foundation (《新修本草》, Xīnxiū Běncǎo) written by Su Gong (苏恭), manufactured from tin and silver.",7th century,China,Sui
370,660,Su Dingfang defeats Baekje,7th century,China,Sui
371,660,Tibetan Empire and their Turkic allies attack Shule,7th century,China,Sui
372,660,"Tang attacks the Khitans and captures their leader Abugu, sending him back to Luoyang",7th century,China,Sui
373,660,Emperor Gaozong of Tang begins suffering from severe headaches as well as loss of vision and yields decision-making power to Wu Zetian,7th century,China,Sui
374,661,Su Dingfang lays siege to Pyongyang,7th century,China,Sui
375,661,Peroz III of the Sasanian Empire requests military aid from Tang against the Arab invasion of Persia,7th century,China,Sui
376,662,Tang troops lift siege of Pyongyang due to lack of food supplies,7th century,China,Sui
377,662,Liu Rengui inflicts a fatal blow on Baekje,7th century,China,Sui
378,662,The Daming Palace is rebuilt,7th century,China,Sui
379,663,"Battle of Baekgang: Liu Rengui and others vanquish Baekje, having defeated a combined Baekje and Yamato fleet",7th century,China,Sui
380,663,Tibetan Empire attacks Yutian but are repelled,7th century,China,Sui
381,663,The Daming Palace is completed,7th century,China,Sui
382,664,Liu Rengui sends a memorial to the emperor reporting low morale of troops in Korea,7th century,China,Sui
383,664,Emperor Gaozong of Tang makes a failed attempt to depose Wu Zetian,7th century,China,Sui
384,665,Wu Zetian becomes the de facto ruler,7th century,China,Sui
385,665,Tibetan Empire and Turkic allies attack Yutian,7th century,China,Sui
386,667,Xue Rengui achieves a decisive victory against Goguryeo,7th century,China,Sui
387,668,Li Shiji sacks Pyongyang and conquers Goguryeo; the Protectorate General to Pacify the East is established[41],7th century,China,Sui
388,669,General Li Shiji dies,7th century,China,Sui
389,670,"Battle of Dafei River: Tibetan Empire destroys Xue Rengui's allegedly 100,000 strong army, captures Qiuci, and attacks Gumo[42]",7th century,China,Sui
390,670,Peroz III arrives at the Tang court,7th century,China,Sui
391,673,Tang captures Qiuci[34],7th century,China,Sui
392,673,Tang consolidates control over the Wudoulu Turks living in the area that came to be known as Dzungaria,7th century,China,Sui
393,675,Tang defeats Silla in Gyeonggi,7th century,China,Sui
394,676,"Tibetan Empire attacks Die, Fu, and Jing prefectures. Fengtian and Wugong are sacked.",7th century,China,Sui
395,676,The Protectorate General to Pacify the East relocates to Liaoyang[46],7th century,China,Sui
396,677,Tibetan Empire captures Qiuci[34],7th century,China,Sui
397,677,"Ashina Duzhi, previously a Tang general tasked with controlling the Wuduolu Turks, rebels and declares himself Onoq Khagan, ruler of all Turks.",7th century,China,Sui
398,677,"The Protectorate General to Pacify the East relocates to Xincheng, in modern Fushun, Liaoning[46]",7th century,China,Sui
399,678,Tibetan Empire defeats a Tang army in the Qinghai region,7th century,China,Sui
400,678,"Pei Xingjian (裴行儉) attempts to escort Peroz III back to Persia and makes it as far as Suiye (Tokmok, Kyrgyzstan)",7th century,China,Sui
401,679,"Pei Xingjian escorts Peroz's son Narsieh to Suiye, and Narsieh spends 20 years in Tukhara",7th century,China,Sui
402,679,Pei Xingjian defeats a rebellion by Onoq Qaghan (Ashina Fuyan Duzhi 阿史那匐延都支) and Li Zhefu (李遮匐),7th century,China,Sui
403,679,Pei Xingjiang defeats the Tibetans and re-establishes control over the Tarim oasis states[34],7th century,China,Sui
404,679,Ashide Wenfu and Ashide Fengzhi of the Chanyu Protectorate make Ashina Nishufu a Khagan and revolt against Tang dynasty.,7th century,China,Sui
405,680,Pei Xingjian defeats Ashina Nishufu and Ashina Nishufu is killed by his men.,7th century,China,Sui
406,680,Ashide Wenfu makes Ashina Funian a Khagan and revolts against Tang dynasty.,7th century,China,Sui
407,680,Pei Xingjian convinces Ashina Funian to surrender; Funian is executed in Chang'an,7th century,China,Sui
408,680,Tibetan Empire expands aggressively into Xiyu (Western Regions) and captures of the fortress of Anrong in Sichuan[42],7th century,China,Sui
409,681,Ilterish Qaghan revolts with the remnants of Ashina Funian's men.,7th century,China,Sui
410,681,Tibetan Empire invades the Qinghai region but is defeated by a Tang army,7th century,China,Sui
411,682,Ilterish Qaghan establishes the Second Turkic Khaganate[50] and attacks Tang[51],7th century,China,Sui
412,683,"Emperor Gaozong of Tang succumbs to illness and dies, his son Li Xian succeeds him and becomes Emperor Zhongzong of Tang",7th century,China,Sui
413,683,Ilterish Qaghan of the Second Turkic Khaganate attacks Tang,7th century,China,Sui
414,684,"Wu Zetian deposes Emperor Zhongzong of Tang, replaces him with Emperor Ruizong of Tang",7th century,China,Sui
415,684,Xu Jingye rebels in Yangzhou and fails,7th century,China,Sui
416,684,Ilterish Qaghan of the Second Turkic Khaganate attacks Tang,7th century,China,Sui
417,685,Ilterish Qaghan of the Second Turkic Khaganate attacks Tang,7th century,China,Sui
418,686,Tang troops withdraw from the Four Garrisons of Anxi after elements within the court argue for the decrease of military expenditures[23][34],7th century,China,Sui
419,687,Ilterish Qaghan of the Second Turkic Khaganate attacks Tang,7th century,China,Sui
420,687,Lý Tự Tiên and Đinh Kiến revolt at Đại La in response to a raise in harvest tax,7th century,China,Sui
421,688,Wu Zetian carries out killing of Tang princes and princesses,7th century,China,Sui
422,689,The ritual structure Mingtang (Hall of Brightness) is set up in Luoyang,7th century,China,Sui
423,690,Wu Zetian starts the first official Palace Examination (dianshi 殿試),7th century,China,Sui
424,690,Wu Zetian declares herself emperor of the Zhou dynasty in Luoyang,7th century,China,Sui
425,690,Tibetan Empire defeats a Tang army at Issyk-Kul,7th century,China,Sui
426,692,Tang forces reconquer the Four Garrisons of Anxi from Tibetan Empire,7th century,China,Sui
427,693,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against the Tang dynasty,7th century,China,Sui
428,693,Commoners and gentry from non-elite backgrounds are permitted to take the imperial examinations.,7th century,China,Sui
429,694,Tibetan Empire attacks the Stone City (Charklik).,7th century,China,Sui
430,694,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against Tang,7th century,China,Sui
431,696,Qapaghan Qaghan of the Second Turkic Khaganate defeats the Khitans to the east and raids Tang,7th century,China,Sui
432,696,Li Jinzhong (Mushang Khan) of the Khitans along with his brother-in-law Sun Wanrong revolt against Tang hegemony and attack Hebei; Li dies soon after and Sun succeeds him,7th century,China,Sui
433,696,Tibetan Empire defeats a Tang army at Tao Prefecture and attacks Liang Prefecture,7th century,China,Sui
434,697,The Zhang brothers Yizhi and Changzong are admitted into the palace to attend on Wu Zetian,7th century,China,Sui
435,697,Qapaghan Qaghan of the Second Turkic Khaganate defeats the Khitans and conducts raids against Tang,7th century,China,Sui
436,698,Battle of Tianmenling: Dae Jo-yeong's Goguryeo remnants and Mohe people defeat Tang forces,7th century,China,Sui
437,698,"Dae Jo-yeong establishes the state of Jin (震) in northern Korea, later renamed Balhae (渤海) in 712",7th century,China,Sui
438,698,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against the Tang dynasty,7th century,China,Sui
439,699,"Go Deokmu rebels and creates Lesser Goguryeo; the Protectorate General to Pacify the East is moved to Pingzhou, in modern Lulong County[46]",7th century,China,Sui
440,700,Tridu Songtsen of the Tibetan Empire attacks He and  Liang prefectures,8th century,China,Sui
441,701,"Tridu Songtsen of the Tibetan Empire allies with Turks and attacks Liang, Song, and Tao prefectures",8th century,China,Sui
442,702,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against the Tang dynasty,8th century,China,Sui
443,702,Tibetan Empire attacks Mao Prefecture,8th century,China,Sui
444,702,Military examinations are introduced to recruit new officers as a response to the breakdown of the fubing system.,8th century,China,Sui
445,705,Zhang Jianzhi kills the Zhang brothers in a coup and restores the Tang with Emperor Zhongzong of Tang as emperor; Wu Zetian dies from illness not long after,8th century,China,Sui
446,705,"The earliest known printed text created specifically for reading, the Lotus Sutra, is dated to this year",8th century,China,Sui
447,706,Qapaghan Qaghan of the Second Turkic Khaganate conducts raids against the Tang dynasty,8th century,China,Sui
448,707,Crown Prince Li Chongjun starts a coup in which he kills Wu Sansi and assaults the palace; the coup fails and he is killed by his own soldiers while fleeing,8th century,China,Sui
